x,y,z,dx,dy,dz,xx,yy,zz,dxx,dyy,dzz,label
-0.617,0.04,0.747,0.045,-0.082,0.002,-21.973,-1.709,-1.282,-1.831,-8.728,25.574,1
-0.627,0.004,0.8,-0.011,-0.035,0.052,13.184,-0.244,-5.554,35.156,1.465,-4.272,1
-0.634,0.087,0.773,-0.006,0.083,-0.027,-8.545,6.348,0.061,-21.729,6.592,5.615,1
-0.637,-0.012,0.725,-0.003,-0.098,-0.047,1.526,12.39,12.329,10.071,6.042,12.268,1
-0.685,0.088,0.708,-0.048,0.1,-0.017,-1.221,-12.573,9.033,-2.747,-24.963,-3.296,1
-0.705,-0.025,0.708,-0.019,-0.113,0,-64.758,-6.409,47.363,-63.538,6.165,38.33,1
-0.546,0.105,0.858,0.158,0.13,0.15,-17.639,-21.362,21.912,47.119,-14.954,-25.452,1
-0.473,0.189,0.833,0.073,0.084,-0.025,-23.926,-19.531,18.738,-6.287,1.831,-3.174,1
-0.616,0.135,0.82,-0.143,-0.054,-0.013,-5.615,-4.822,-7.751,18.311,14.709,-26.489,1
-0.698,0.038,0.751,-0.082,-0.097,-0.07,-7.08,5.676,9.521,-1.465,10.498,17.273,1
-0.635,0.073,0.772,0.063,0.035,0.022,7.751,-0.977,-1.16,14.832,-6.653,-10.681,1
-0.585,0.049,0.795,0.05,-0.023,0.023,1.282,1.892,6.104,-6.47,2.869,7.263,1
-0.595,0.074,0.823,-0.01,0.024,0.027,0.793,-4.333,6.042,-0.488,-6.226,-0.061,1
-0.593,0.085,0.799,0.002,0.011,-0.023,5.31,0.793,0.427,4.517,5.127,-5.615,1
-0.587,0.099,0.796,0.006,0.014,-0.004,-3.723,-0.183,-0.061,-9.033,-0.977,-0.488,1
-0.594,0.073,0.796,-0.007,-0.026,0,-1.282,1.953,1.038,2.441,2.136,1.099,1
-0.602,0.092,0.798,-0.008,0.019,0.003,2.258,5.005,0.427,3.54,3.052,-0.61,1
-0.621,0.103,0.77,-0.019,0.012,-0.028,3.418,2.136,-0.793,1.16,-2.869,-1.221,1
-0.622,0.098,0.772,-0.001,-0.005,0.002,-0.732,3.113,-0.732,-4.15,0.977,0.061,1
-0.628,0.106,0.8,-0.006,0.008,0.028,-2.136,-0.732,2.075,-1.404,-3.845,2.808,1
-0.608,0.119,0.761,0.02,0.013,-0.039,-5.127,0.977,-2.014,-2.991,1.709,-4.089,1
-0.613,0.115,0.812,-0.005,-0.005,0.051,1.465,-11.23,-10.254,6.592,-12.207,-8.24,1
-0.594,0.101,0.816,0.018,-0.014,0.004,-8.301,-9.338,-6.287,-9.766,1.892,3.967,1
-0.552,0.051,0.828,0.043,-0.05,0.012,16.174,2.502,-35.522,24.475,11.841,-29.236,1
-0.63,0.074,0.673,-0.078,0.023,-0.155,17.639,24.597,-17.09,1.465,22.095,18.433,1
-0.625,0.159,0.728,0.005,0.085,0.055,-8.667,-8.911,-21.179,-26.306,-33.508,-4.089,1
-0.655,0.138,0.718,-0.031,-0.022,-0.01,-14.771,29.663,-27.893,-6.104,38.574,-6.714,1
-0.548,0.075,0.842,0.107,-0.063,0.124,-47.729,-9.033,48.645,-32.959,-38.696,76.538,1
-0.645,-0.036,0.758,-0.097,-0.111,-0.083,-58.838,30.518,49.561,-11.108,39.551,0.916,1
-0.724,0.069,0.719,-0.079,0.106,-0.039,1.648,10.742,38.818,60.486,-19.775,-10.742,1
-0.694,0.157,0.709,0.031,0.088,-0.01,-0.366,1.221,10.376,-2.014,-9.521,-28.442,1
-0.698,0.141,0.729,-0.005,-0.016,0.02,17.639,19.714,-19.775,18.005,18.494,-30.151,1
-0.663,-0.016,0.72,0.036,-0.157,-0.01,7.996,-60.669,-42.908,-9.644,-80.383,-23.132,1
-0.635,-0.046,0.786,0.028,-0.03,0.066,18.25,-2.808,-21.179,10.254,57.861,21.729,1
-0.507,0.009,0.756,0.128,0.055,-0.029,47.424,65.43,12.817,29.175,68.237,33.997,1
-0.599,0.075,0.699,-0.092,0.066,-0.057,7.507,-0.977,21.667,-39.917,-66.406,8.85,1
-0.626,0.023,0.726,-0.028,-0.052,0.027,-13.489,10.681,28.503,-20.996,11.658,6.836,1
-0.583,0.278,0.75,0.043,0.255,0.024,-32.837,-11.475,13.611,-19.348,-22.156,-14.893,1
-0.743,0.046,0.716,-0.159,-0.232,-0.034,-12.634,-17.944,8.972,20.203,-6.47,-4.639,1
-0.724,-0.048,0.699,0.019,-0.094,-0.017,-24.475,1.648,-8.545,-11.841,19.592,-17.517,1
-0.745,-0.1,0.651,-0.021,-0.052,-0.048,24.292,27.771,-22.034,48.767,26.123,-13.489,1
-0.752,-0.084,0.658,-0.007,0.016,0.007,2.502,22.888,5.371,-21.79,-4.883,27.405,1
-0.717,-0.054,0.72,0.036,0.029,0.062,4.822,15.564,-3.052,2.319,-7.324,-8.423,1
-0.674,-0.021,0.727,0.042,0.034,0.007,9.521,2.197,3.113,4.7,-13.367,6.165,1
-0.69,0.006,0.738,-0.016,0.027,0.011,8.362,3.479,-4.15,-1.16,1.282,-7.263,1
-0.695,0.009,0.712,-0.005,0.003,-0.026,-0.549,4.7,-1.16,-8.911,1.221,2.991,1
-0.698,0,0.722,-0.003,-0.009,0.01,-0.305,2.136,-2.502,0.244,-2.563,-1.343,1
-0.685,-0.02,0.712,0.012,-0.02,-0.01,-0.916,-2.991,-0.977,-0.61,-5.127,1.526,1
-0.695,-0.014,0.736,-0.01,0.006,0.024,1.221,0.732,0.366,2.136,3.723,1.343,1
-0.697,-0.005,0.698,-0.002,0.009,-0.038,1.038,-0.671,-0.305,-0.183,-1.404,-0.671,1
-0.698,-0.024,0.724,-0.002,-0.019,0.025,-1.16,3.723,0.061,-2.197,4.395,0.366,1
-0.683,-0.004,0.7,0.015,0.02,-0.024,2.869,1.404,-0.244,4.028,-2.319,-0.305,1
-0.697,-0.015,0.727,-0.014,-0.011,0.028,-0.854,2.747,-0.671,-3.723,1.343,-0.427,1
-0.691,-0.013,0.699,0.006,0.002,-0.028,0.793,-1.221,-0.977,1.648,-3.967,-0.305,1
-0.696,-0.017,0.713,-0.005,-0.004,0.013,-0.427,3.601,-0.061,-1.221,4.822,0.916,1
-0.693,-0.003,0.717,0.002,0.014,0.004,2.075,-1.648,0.183,2.502,-5.249,0.244,1
-0.688,-0.014,0.682,0.005,-0.011,-0.035,0,3.296,-0.732,-2.075,4.944,-0.916,1
-0.717,-0.003,0.736,-0.028,0.011,0.054,4.395,0.977,-2.258,4.395,-2.319,-1.526,1
-0.693,-0.014,0.679,0.023,-0.01,-0.057,-1.282,1.404,-0.977,-5.676,0.427,1.282,1
-0.713,-0.001,0.717,-0.019,0.013,0.038,1.831,3.418,-0.488,3.113,2.014,0.488,1
-0.7,-0.006,0.684,0.012,-0.006,-0.033,-0.061,-2.136,0.549,-1.892,-5.554,1.038,1
-0.726,-0.01,0.712,-0.026,-0.004,0.028,2.502,5.798,0.244,2.563,7.935,-0.305,1
-0.716,-0.003,0.698,0.01,0.007,-0.015,1.038,0.244,0.366,-1.465,-5.554,0.122,1
-0.706,-0.006,0.698,0.01,-0.003,0,-1.404,2.197,-0.305,-2.441,1.953,-0.671,1
-0.703,-0.001,0.711,0.003,0.005,0.014,0.305,3.113,-1.282,1.709,0.916,-0.977,1
-0.704,-0.005,0.7,-0.001,-0.003,-0.012,-1.648,0.122,0.305,-1.953,-2.991,1.587,1
-0.716,0.002,0.694,-0.011,0.007,-0.006,0.488,0.793,-1.16,2.136,0.671,-1.465,1
-0.708,-0.015,0.704,0.008,-0.017,0.01,-0.427,0.61,0.183,-0.916,-0.183,1.343,1
-0.714,-0.008,0.69,-0.006,0.007,-0.014,0.793,-0.916,-0.916,1.221,-1.526,-1.099,1
-0.715,-0.005,0.685,-0.001,0.004,-0.005,0.488,3.418,-1.648,-0.305,4.333,-0.732,1
-0.712,-0.001,0.699,0.003,0.004,0.014,6.409,-1.831,-5.005,5.92,-5.249,-3.357,1
-0.693,-0.003,0.708,0.019,-0.002,0.008,10.193,-2.136,-8.545,3.784,-0.305,-3.54,1
-0.727,0.003,0.711,-0.034,0.005,0.003,33.569,10.132,-6.653,23.376,12.268,1.892,1
-0.739,0.033,0.738,-0.011,0.03,0.027,19.409,6.653,-15.381,-14.16,-3.479,-8.728,1
-0.741,0.037,0.709,-0.002,0.004,-0.03,18.433,-24.536,-1.465,-0.977,-31.189,13.916,1
-0.699,0.07,0.646,0.042,0.033,-0.063,16.174,4.089,9.338,-2.258,28.625,10.803,1
-0.707,0.095,0.703,-0.008,0.025,0.058,-33.752,-33.752,-5.981,-49.927,-37.842,-15.32,1
-0.653,0.07,0.796,0.054,-0.025,0.093,-23.804,-5.249,14.587,9.949,28.503,20.569,1
-0.591,0.121,0.765,0.062,0.051,-0.031,-7.446,-11.047,-8.118,16.357,-5.798,-22.705,1
-0.624,0.153,0.763,-0.033,0.032,-0.002,-31.616,-21.973,17.517,-24.17,-10.925,25.635,1
-0.609,0.072,0.803,0.015,-0.082,0.04,-28.015,-18.127,10.681,3.601,3.845,-6.836,1
-0.634,0.033,0.748,-0.025,-0.039,-0.055,35.583,20.63,-7.874,63.599,38.757,-18.555,1
-0.694,0.086,0.707,-0.06,0.053,-0.041,13.855,6.47,-6.531,-21.729,-14.16,1.343,1
-0.679,0.061,0.739,0.015,-0.025,0.032,-5.005,-6.409,1.221,-18.86,-12.878,7.751,1
-0.681,0.026,0.701,-0.002,-0.035,-0.037,-3.662,0.916,1.77,1.343,7.324,0.549,1
-0.61,0.035,0.793,0.07,0.009,0.092,20.386,-28.381,-10.681,24.048,-29.297,-12.451,1
-0.62,0.006,0.827,-0.01,-0.028,0.034,17.456,-26.733,-14.16,-2.93,1.648,-3.479,1
-0.622,-0.022,0.831,-0.002,-0.029,0.003,-7.141,-10.01,-4.822,-24.597,16.724,9.338,1
-0.595,0.025,0.765,0.027,0.047,-0.065,-5.249,26.123,0.793,1.892,36.133,5.615,1
-0.644,0.026,0.783,-0.049,0.001,0.017,-15.198,11.414,-1.77,-9.949,-14.709,-2.563,1
-0.703,-0.003,0.707,-0.059,-0.03,-0.076,3.235,22.644,-19.592,18.433,11.23,-17.822,1
-0.643,0.007,0.696,0.06,0.01,-0.011,-35.522,-6.531,21.301,-38.757,-29.175,40.894,1
-0.669,0.03,0.78,-0.026,0.023,0.085,0.549,4.761,-5.31,36.072,11.292,-26.611,1
-0.653,0.058,0.73,0.016,0.028,-0.05,14.648,-1.221,-6.653,14.099,-5.981,-1.343,1
-0.682,0.078,0.752,-0.029,0.02,0.022,16.968,-22.522,-45.654,2.319,-21.301,-39.001,1
-0.698,0.104,0.745,-0.016,0.026,-0.007,10.986,0.305,-7.812,-5.981,22.827,37.842,1
-0.675,0.137,0.718,0.023,0.033,-0.027,26.428,23.56,-12.085,15.442,23.254,-4.272,1
-0.632,0.122,0.706,0.043,-0.014,-0.011,108.154,-62.195,-10.681,81.726,-85.754,1.404,1
-0.461,0.279,0.604,0.171,0.156,-0.102,-10.498,-70.068,-45.715,-118.652,-7.874,-35.034,1
-0.665,0.033,0.877,-0.204,-0.245,0.272,-1.648,-7.385,-26.733,8.85,62.683,18.982,1
-0.558,-0.013,0.808,0.107,-0.046,-0.068,23.193,31.006,-26.672,24.841,38.391,0.061,1
-0.747,0.021,0.994,-0.189,0.034,0.186,45.898,6.409,-34.18,22.705,-24.597,-7.507,1
-0.693,-0.014,0.709,0.055,-0.035,-0.285,91.614,-9.094,-0.305,45.715,-15.503,33.875,1
-0.607,0.141,0.677,0.086,0.154,-0.033,-14.221,13.672,-9.338,-105.835,22.766,-9.033,1
-0.645,0.153,0.784,-0.038,0.012,0.108,6.531,6.226,-38.086,20.752,-7.446,-28.748,1
-0.638,0.101,0.711,0.007,-0.052,-0.074,-11.047,4.272,-13.672,-17.578,-1.953,24.414,1
-0.677,0.075,0.724,-0.038,-0.026,0.014,-1.282,-1.587,-21.667,9.766,-5.859,-7.996,1
-0.657,0.14,0.746,0.019,0.065,0.022,25.452,-12.207,-21.118,26.733,-10.62,0.549,1
-0.667,0.102,0.713,-0.01,-0.038,-0.033,23.193,-12.268,-36.804,-2.258,-0.061,-15.686,1
-0.641,0.109,0.797,0.027,0.007,0.084,-6.226,10.62,-11.719,-29.419,22.888,25.085,1
-0.647,0.081,0.73,-0.006,-0.028,-0.067,-22.339,5.493,6.348,-16.113,-5.127,18.066,1
-0.695,0.056,0.731,-0.048,-0.025,0.001,-15.137,9.705,7.629,7.202,4.211,1.282,1
-0.687,0.066,0.74,0.008,0.01,0.008,-3.174,0.122,-1.77,11.963,-9.583,-9.399,1
-0.687,0.055,0.706,0.001,-0.012,-0.034,9.216,11.597,-9.888,12.39,11.475,-8.118,1
-0.685,0.109,0.725,0.002,0.055,0.019,-2.014,-4.028,-5.554,-11.23,-15.625,4.333,1
-0.1,0.262,1.024,0,0,0,35.217,27.039,-5.981,0,0,0,2
-0.184,0.319,0.796,-0.084,0.057,-0.229,54.565,21.118,-23.926,19.348,-5.92,-17.944,2
-0.198,0.37,0.612,-0.013,0.051,-0.184,52.979,-4.761,-34.424,-1.587,-25.879,-10.498,2
-0.39,0.304,0.367,-0.193,-0.066,-0.245,37.048,-50.537,-42.175,-15.93,-45.776,-7.751,2
-0.114,0.428,0.625,0.276,0.124,0.259,-49.927,-81.055,-16.296,-86.975,-30.518,25.879,2
-0.416,0.203,1.101,-0.302,-0.224,0.475,-72.388,-48.889,-43.762,-22.461,32.166,-27.466,2
-0.139,-0.067,1.269,0.277,-0.27,0.168,-58.777,-31.006,-7.141,13.611,17.883,36.621,2
-0.066,0.002,1.112,0.073,0.068,-0.158,-28.015,-10.254,25.452,30.762,20.752,32.593,2
-0.08,0.154,0.992,-0.013,0.153,-0.119,48.645,35.828,16.235,76.66,46.082,-9.216,2
-0.267,0.69,0.831,-0.187,0.536,-0.162,2.686,-23.987,5.554,-45.959,-59.814,-10.681,2
-0.127,0.564,0.871,0.14,-0.125,0.041,-1.404,-22.827,-147.766,-4.089,1.16,-153.32,2
0.165,-0.327,1.173,0.293,-0.892,0.302,-2.075,-40.771,-96.13,-0.671,-17.944,51.636,2
0.291,-0.703,1.128,0.126,-0.375,-0.045,1.648,21.362,32.349,3.723,62.134,128.479,2
0.277,-0.364,0.954,-0.014,0.339,-0.173,16.113,6.042,159.241,14.465,-15.32,126.892,2
0.056,0.627,0.811,-0.222,0.991,-0.144,-16.113,-24.719,193.237,-32.227,-30.762,33.997,2
0.054,1.092,0.983,-0.002,0.465,0.172,-13.733,3.052,26.306,2.38,27.771,-166.931,2
0.137,0.888,1.027,0.083,-0.203,0.044,-21.851,15.259,-194.824,-8.118,12.207,-221.13,2
0.174,-0.146,0.982,0.037,-1.035,-0.045,10.254,-21.179,-194.885,32.104,-36.438,-0.061,2
0.21,-0.587,1.155,0.036,-0.441,0.173,-15.808,-15.137,-92.651,-26.062,6.042,102.234,2
0.27,-0.778,1.036,0.059,-0.191,-0.12,9.094,12.756,94.849,24.902,27.893,187.5,2
0.176,-0.071,0.956,-0.093,0.707,-0.08,16.907,9.644,174.988,7.813,-3.113,80.139,2
0.094,0.658,0.817,-0.082,0.73,-0.138,8.362,36.865,192.383,-8.545,27.222,17.395,2
-0.054,1.043,0.968,-0.148,0.385,0.151,-6.042,7.019,68.909,-14.404,-29.846,-123.474,2
-0.054,1.088,0.821,0.001,0.045,-0.147,-62.927,-13.672,-165.466,-56.885,-20.691,-234.375,2
0.286,-0.123,1.051,0.339,-1.211,0.23,-18.311,-55.298,-230.713,44.617,-41.626,-65.247,2
0.25,-0.653,1.084,-0.036,-0.531,0.033,-2.014,-0.793,-65.186,16.296,54.504,165.527,2
0.433,-0.742,1.061,0.184,-0.089,-0.022,23.193,4.211,48.035,25.208,5.005,113.22,2
0.399,-0.032,1.046,-0.034,0.71,-0.016,30.273,12.695,236.511,7.08,8.484,188.477,2
-0.037,1.275,0.765,-0.437,1.307,-0.281,-3.784,84.29,186.707,-34.058,71.594,-49.805,2
-0.248,1.325,0.732,-0.21,0.05,-0.033,-48.584,-29.663,31.555,-44.8,-113.953,-155.151,2
0.086,0.953,1.04,0.333,-0.372,0.308,-59.265,-46.448,-240.54,-10.681,-16.785,-272.095,2
0.386,-0.464,1.067,0.3,-1.417,0.026,7.324,-11.475,-208.557,66.589,34.973,31.982,2
0.376,-0.573,1.119,-0.01,-0.109,0.052,-18.616,-7.507,-34.363,-25.94,3.967,174.194,2
0.466,-0.726,1.07,0.09,-0.153,-0.049,13.428,6.653,164.49,32.043,14.16,198.853,2
0.469,0.197,0.97,0.003,0.922,-0.1,47.668,19.958,272.949,34.241,13.306,108.459,2
0.077,0.792,0.885,-0.392,0.596,-0.084,39.246,29.602,171.997,-8.423,9.644,-100.952,2
-0.102,1.217,0.859,-0.179,0.424,-0.027,-11.841,-1.099,-39.185,-51.086,-30.701,-211.182,2
0.192,0.469,0.882,0.294,-0.748,0.024,-18.311,-5.737,-244.507,-6.47,-4.639,-205.322,2
0.378,-0.313,1.111,0.186,-0.781,0.229,89.355,-16.968,-226.135,107.666,-11.23,18.372,2
0.543,-0.755,1.269,0.164,-0.443,0.158,12.512,-14.282,-65.369,-76.843,2.686,160.767,2
0.499,-0.562,1.123,-0.044,0.193,-0.146,-17.334,43.396,151.733,-29.846,57.678,217.102,2
0.433,0.274,0.857,-0.066,0.835,-0.265,21.484,51.88,288.391,38.818,8.484,136.658,2
0.019,1.394,0.711,-0.414,1.12,-0.146,36.133,74.341,183.838,14.648,22.461,-104.553,2
-0.154,1.325,0.708,-0.173,-0.069,-0.003,-30.823,-4.211,-47.119,-66.956,-78.552,-230.957,2
0.207,0.728,0.89,0.361,-0.597,0.182,-13.55,-23.437,-261.841,17.273,-19.226,-214.722,2
0.318,-0.32,1.058,0.111,-1.048,0.168,33.203,12.268,-208.862,46.753,35.706,52.979,2
0.35,-0.666,1.108,0.032,-0.346,0.05,24.963,-6.104,-70.557,-8.24,-18.372,138.306,2
0.463,-0.771,1.077,0.113,-0.105,-0.031,7.568,3.113,136.353,-17.395,9.216,206.909,2
0.467,0.228,0.905,0.004,1,-0.172,37.354,11.719,293.03,29.785,8.606,156.677,2
-0.055,1.387,0.743,-0.522,1.159,-0.162,9.888,27.222,153.748,-27.466,15.503,-139.282,2
-0.163,1.411,0.852,-0.108,0.024,0.109,-21.179,2.502,-60.181,-31.067,-24.719,-213.928,2
0.186,0.599,0.773,0.349,-0.813,-0.079,-43.823,5.859,-270.63,-22.644,3.357,-210.449,2
0.404,-0.296,1.115,0.218,-0.895,0.342,-2.93,-35.828,-174.316,40.894,-41.687,96.313,2
0.554,-0.926,1.261,0.15,-0.631,0.146,20.752,22.827,42.236,23.682,58.655,216.553,2
0.498,-0.563,0.978,-0.056,0.363,-0.283,12.451,22.766,228.638,-8.301,-0.061,186.401,2
0.392,0.617,0.998,-0.105,1.18,0.02,41.016,8.667,269.958,28.564,-14.099,41.321,2
-0.147,1.406,0.827,-0.539,0.789,-0.172,-36.011,33.203,61.462,-77.026,24.536,-208.496,2
0.066,1.048,0.864,0.213,-0.358,0.038,-60.181,-5.432,-263.367,-24.17,-38.635,-324.829,2
0.281,-0.305,1.074,0.214,-1.353,0.21,57.678,-16.418,-280.762,117.859,-10.986,-17.395,2
0.481,-0.63,1.187,0.2,-0.325,0.113,-1.526,-25.757,-99.06,-59.204,-9.338,181.702,2
0.481,-0.648,1.07,0,-0.019,-0.117,-23.926,10.742,96.375,-22.4,36.499,195.435,2
0.49,-0.102,0.932,0.01,0.546,-0.138,41.138,27.954,325.684,65.063,17.212,229.309,2
0.099,0.935,1.044,-0.391,1.037,0.112,85.999,46.814,202.209,44.861,18.86,-123.474,2
-0.295,1.155,0.804,-0.394,0.22,-0.24,-5.31,13.367,-2.93,-91.309,-33.447,-205.139,2
0.014,0.724,0.976,0.309,-0.432,0.172,-6.409,-54.871,-255.981,-1.099,-68.237,-253.052,2
0.34,-0.165,1.039,0.326,-0.889,0.063,25.208,-35.4,-235.962,31.616,19.47,20.02,2
0.342,-0.399,1.073,0.002,-0.234,0.034,-13.55,-23.376,-103.333,-38.757,12.024,132.629,2
0.482,-0.781,1.197,0.14,-0.382,0.124,-11.902,24.17,84.167,1.648,47.546,187.5,2
0.503,-0.273,1.109,0.021,0.507,-0.088,42.297,50.903,248.047,54.199,26.733,163.879,2
0.23,0.514,0.96,-0.273,0.787,-0.149,54.81,32.654,244.385,12.512,-18.25,-3.662,2
-0.038,0.976,0.847,-0.267,0.462,-0.112,20.874,22.278,76.355,-33.936,-10.376,-168.03,2
-0.09,1.053,0.83,-0.052,0.077,-0.018,-24.78,-9.949,-72.571,-45.654,-32.227,-148.926,2
0.249,0.416,0.94,0.339,-0.637,0.11,-21.606,12.024,-205.2,3.174,21.973,-132.629,2
0.379,-0.259,1.063,0.13,-0.675,0.123,45.288,-24.597,-171.692,66.895,-36.621,33.508,2
0.226,-0.503,1.102,-0.153,-0.243,0.039,17.517,-9.827,-123.413,-27.771,14.771,48.279,2
0.314,-0.672,1.256,0.088,-0.169,0.155,-10.193,-5.005,7.019,-27.71,4.822,130.432,2
0.316,-0.418,1.089,0.002,0.254,-0.167,-9.888,24.475,149.231,0.305,29.48,142.212,2
0.068,0.507,0.773,-0.248,0.925,-0.316,-2.258,46.509,190.552,7.629,22.034,41.321,2
-0.078,0.791,0.649,-0.146,0.284,-0.123,4.639,31.738,117.004,6.897,-14.771,-73.547,2
0,0.899,0.876,0.078,0.108,0.226,-5.798,5.493,45.593,-10.437,-26.245,-71.411,2
0.051,0.862,0.937,0.051,-0.037,0.061,-26.428,10.681,-38.818,-20.63,5.188,-84.412,2
-0.093,0.42,0.691,-0.143,-0.442,-0.246,-12.939,13.367,-86.548,13.489,2.686,-47.729,2
-0.002,-0.069,0.928,0.091,-0.489,0.237,-3.54,-3.906,-127.136,9.399,-17.273,-40.588,2
0.14,-0.234,1.179,0.142,-0.165,0.252,19.287,5.127,-134.094,22.827,9.033,-6.958,2
0.129,-0.37,1.057,-0.011,-0.136,-0.122,4.395,-11.108,-73.486,-14.893,-16.235,60.608,2
0.28,-0.497,1.249,0.152,-0.128,0.192,5.432,-0.244,4.456,1.038,10.864,77.942,2
0.313,-0.509,1.093,0.033,-0.011,-0.156,-0.061,14.648,101.929,-5.493,14.893,97.473,2
0.187,-0.091,0.941,-0.126,0.418,-0.152,0.305,15.259,170.654,0.366,0.61,68.726,2
0.073,0.545,1.032,-0.115,0.636,0.091,-3.418,4.456,128.662,-3.723,-10.803,-41.992,2
0.084,0.767,0.967,0.012,0.222,-0.065,-6.897,-1.77,94.421,-3.479,-6.226,-34.241,2
0.009,1.027,0.957,-0.076,0.26,-0.01,-10.925,-11.108,-0.488,-4.028,-9.338,-94.91,2
0.056,0.663,0.877,0.048,-0.364,-0.08,-19.714,-16.541,-80.933,-8.789,-5.432,-80.444,2
0.101,0.293,0.904,0.045,-0.37,0.027,-20.752,-1.892,-140.686,-1.038,14.648,-59.753,2
0.202,-0.157,0.976,0.101,-0.45,0.072,-6.042,1.404,-179.749,14.709,3.296,-39.062,2
0.21,-0.276,1.058,0.008,-0.118,0.081,15.015,-4.211,-157.349,21.057,-5.615,22.4,2
0.317,-0.463,1.3,0.107,-0.187,0.242,24.17,0.916,-17.7,9.155,5.127,139.648,2
0.465,-0.54,1.266,0.148,-0.078,-0.034,13.245,31.067,70.618,-10.925,30.151,88.318,2
0.326,-0.109,0.984,-0.139,0.431,-0.282,-13.855,33.203,165.955,-27.1,2.136,95.337,2
0.055,0.406,0.69,-0.271,0.515,-0.294,-26.978,62.561,195.862,-13.123,29.358,29.907,2
-0.101,1.074,0.881,-0.156,0.668,0.192,-21.667,35.889,99.548,5.31,-26.672,-96.313,2
-0.079,1.021,0.922,0.022,-0.053,0.041,1.892,9.338,6.714,23.56,-26.55,-92.834,2
-0.036,0.817,0.92,0.043,-0.204,-0.002,6.165,-20.508,-87.036,4.272,-29.846,-93.75,2
-0.009,0.315,0.937,0.028,-0.502,0.017,11.78,-21.301,-152.161,5.615,-0.793,-65.125,2
0.07,-0.123,1.041,0.079,-0.438,0.104,32.837,-15.198,-167.236,21.057,6.104,-15.076,2
0.05,-0.204,0.999,-0.02,-0.081,-0.042,-7.751,-38.33,-126.526,-40.588,-23.132,40.71,2
0.142,-0.283,1.163,0.092,-0.079,0.164,-16.541,3.235,-35.522,-8.789,41.565,91.003,2
0.332,-0.441,1.091,0.19,-0.158,-0.072,3.845,2.808,94.727,20.386,-0.427,130.249,2
0.351,-0.1,1.065,0.019,0.341,-0.026,14.832,10.559,208.618,10.986,7.751,113.892,2
0.13,0.421,0.896,-0.221,0.52,-0.169,19.226,43.945,218.445,4.395,33.386,9.827,2
-0.017,0.772,0.779,-0.146,0.351,-0.117,38.391,48.34,114.685,19.165,4.395,-103.76,2
-0.173,1.067,0.735,-0.157,0.295,-0.044,-16.235,11.353,-14.038,-54.626,-36.987,-128.723,2
0.025,0.7,0.992,0.198,-0.366,0.257,-22.156,-24.414,-152.527,-5.92,-35.767,-138.489,2
0.195,0.081,1.065,0.17,-0.619,0.073,22.888,-38.391,-199.036,45.044,-13.977,-46.509,2
0.128,-0.159,1.027,-0.067,-0.24,-0.038,13.245,-28.381,-135.376,-9.644,10.01,63.66,2
0.146,-0.294,1.107,0.017,-0.135,0.08,-14.282,-28.137,-49.622,-27.527,0.244,85.754,2
0.281,-0.437,1.149,0.135,-0.143,0.042,-4.028,20.02,75.745,10.254,48.157,125.366,2
0.307,-0.07,1.05,0.026,0.367,-0.099,6.592,32.898,194.458,10.62,12.878,118.713,2
0.163,0.55,0.773,-0.144,0.62,-0.277,16.479,69.275,221.497,9.888,36.377,27.039,2
-0.017,0.809,0.842,-0.18,0.258,0.069,47.791,31.006,112.976,31.311,-38.269,-108.521,2
-0.141,1.004,0.761,-0.124,0.195,-0.081,-15.442,2.991,-26.733,-63.232,-28.015,-139.709,2
0.058,0.674,0.917,0.199,-0.33,0.157,-27.71,-25.452,-164.917,-12.268,-28.442,-138.184,2
0.19,0.133,1.04,0.132,-0.541,0.122,4.517,-30.762,-209.412,32.227,-5.31,-44.495,2
0.254,-0.443,1.076,0.064,-0.576,0.037,26.855,-12.634,-141.785,22.339,18.127,67.627,2
0.213,-0.421,1.182,-0.041,0.022,0.105,-8.24,-21.179,-13.428,-35.095,-8.545,128.357,2
0.319,-0.468,1.174,0.105,-0.047,-0.008,-12.085,14.404,87.83,-3.845,35.583,101.257,2
0.37,-0.224,1.087,0.051,0.243,-0.086,27.222,35.278,213.745,39.307,20.874,125.916,2
0.078,0.518,0.809,-0.292,0.742,-0.278,3.296,51.025,186.768,-23.926,15.747,-26.978,2
-0.081,0.912,0.803,-0.159,0.394,-0.006,3.357,12.939,85.876,0.061,-38.086,-100.891,2
-0.131,0.956,0.796,-0.05,0.044,-0.007,-19.287,-13.55,-31.738,-22.644,-26.489,-117.615,2
0.062,0.697,0.904,0.193,-0.259,0.108,-35.522,-24.536,-180.359,-16.235,-10.986,-148.621,2
0.238,0.013,1.002,0.176,-0.683,0.098,12.39,-29.48,-177.368,47.913,-4.944,2.991,2
0.184,-0.189,1.123,-0.054,-0.202,0.121,11.292,-27.832,-123.657,-1.099,1.648,53.711,2
0.209,-0.377,1.18,0.025,-0.188,0.056,-4.028,-17.517,-21.545,-15.32,10.315,102.112,2
0.306,-0.431,1.157,0.096,-0.053,-0.022,-3.723,15.076,72.266,0.305,32.593,93.811,2
0.332,-0.197,1.065,0.027,0.234,-0.092,13.367,41.321,181.641,17.09,26.245,109.375,2
0.102,0.433,0.815,-0.231,0.629,-0.25,10.193,48.096,200.623,-3.174,6.775,18.982,2
-0.022,0.904,0.886,-0.123,0.472,0.07,21.179,34.729,66.162,10.986,-13.367,-134.46,2
