x,y,z,dx,dy,dz,xx,yy,zz,dxx,dyy,dzz,label
-0.009,0.002,1.007,0,0,0,-0.061,0.549,-0.061,0,0.061,0,2
-0.009,0.002,1.008,0,0,0.001,-0.061,0.549,-0.061,0,0,0,2
-0.009,0.002,1.007,0.001,0,-0.001,-0.061,0.488,-0.122,0,-0.061,-0.061,2
-0.008,0.002,1.007,0,0,0,-0.061,0.488,-0.061,0,0,0.061,2
-0.008,0.003,1.006,0,0.001,-0.001,-0.061,0.488,-0.061,0,0,0,2
-0.01,0.001,1.008,-0.002,-0.001,0.002,-0.122,0.549,-0.061,-0.061,0.061,0,2
-0.009,0.002,1.007,0.001,0.001,-0.001,-0.122,0.488,0,0,-0.061,0.061,2
-0.009,0.002,1.008,0,0,0.001,-0.122,0.549,-0.061,0,0.061,-0.061,2
-0.009,0.002,1.008,0,0,0,-0.061,0.549,-0.122,0.061,0,-0.061,2
-0.008,0.002,1.007,0.001,0.001,-0.001,-0.061,0.549,-0.061,0,0,0.061,2
-0.008,0.002,1.007,0,0,0.001,-0.061,0.488,-0.122,0,-0.061,-0.061,2
-0.009,0.002,1.007,-0.001,0,0,-0.061,0.488,-0.061,0,0,0.061,2
-0.009,0.001,1.008,0,-0.001,0.001,-0.061,0.488,-0.061,0,0,0,2
-0.008,0.001,1.007,0.001,0,-0.001,-0.183,0.427,-0.061,-0.122,-0.061,0,2
-0.01,0.002,1.008,-0.001,0.001,0,-0.061,0.488,-0.061,0.122,0.061,0,2
-0.008,0.002,1.008,0.001,0,0,-0.122,0.488,-0.122,-0.061,0,-0.061,2
-0.008,0.002,1.006,0.001,0,-0.001,-0.183,0.427,-0.061,-0.061,-0.061,0.061,2
