-0.617,   0.312,   0.523,    0.000,   0.000,   0.000,   48.828,   7.019, -77.576,   0.000,   0.000,   0.000,0
  -0.466,   0.057,   0.782,    0.152,  -0.255,   0.259,  127.197,  -4.456,  27.588,  78.369, -11.475, 105.164,0
  -0.613,   0.130,   0.716,   -0.147,   0.073,  -0.066,  -63.538,  -5.676,   7.751,-190.735,  -1.221, -19.836,0
  -0.495,   0.006,   0.925,    0.117,  -0.124,   0.209,  -41.016,  -5.066,  69.336,  22.522,   0.610,  61.584,0
  -0.511,   0.163,   0.927,   -0.015,   0.157,   0.002,    0.977,   7.446,  57.190,  41.992,  12.512, -12.146,0
  -0.592,   0.292,   0.690,   -0.081,   0.128,  -0.237,  -70.801,   3.418,  44.617, -71.777,  -4.028, -12.573,0
  -0.688,   0.197,   0.866,   -0.096,  -0.094,   0.176,  -33.691,  11.841,  17.700,  37.109,   8.423, -26.917,0
  -0.653,   0.217,   0.755,    0.036,   0.020,  -0.111,  -18.799,  25.269, -12.268,  14.893,  13.428, -29.968,0
  -0.698,   0.159,   0.649,   -0.046,  -0.058,  -0.105,  -12.695,  18.066, -16.968,   6.104,  -7.202,  -4.700,0
  -0.702,   0.140,   0.615,   -0.003,  -0.019,  -0.035,   -3.479,   2.441, -12.695,   9.216, -15.625,   4.272,0
  -0.658,   0.177,   0.720,    0.043,   0.037,   0.105,    6.348, -13.733,  -8.606,   9.827, -16.174,   4.089,0
  -0.683,   0.046,   0.776,   -0.025,  -0.130,   0.056,    1.160,  -3.479,  -9.827,  -5.188,  10.254,  -1.221,0
  -0.701,   0.089,   0.744,   -0.018,   0.043,  -0.032,    2.808,   7.996,  -4.639,   1.648,  11.475,   5.188,0
  -0.690,   0.097,   0.704,    0.010,   0.007,  -0.040,   -5.798,   4.028,  -6.531,  -8.606,  -3.967,  -1.892,0
  -0.677,   0.081,   0.742,    0.013,  -0.016,   0.038,    3.113,   7.996,   2.075,   8.911,   3.967,   8.606,0
  -0.676,   0.137,   0.684,    0.001,   0.057,  -0.058,   -6.409,   2.014,   1.221,  -9.521,  -5.981,  -0.854,0
  -0.696,   0.113,   0.836,   -0.020,  -0.024,   0.152,    5.310,   8.362,  -6.042,  11.719,   6.348,  -7.263,0
  -0.718,   0.117,   0.729,   -0.022,   0.004,  -0.107,   -8.789,   7.568, -11.597, -14.099,  -0.793,  -5.554,0
  -0.734,   0.097,   0.697,   -0.015,  -0.020,  -0.032,  -12.085,   0.366,  -6.104,  -3.296,  -7.202,   5.493,0
  -0.753,   0.138,   0.697,   -0.020,   0.041,  -0.000,   -4.089,   6.104,   4.395,   7.996,   5.737,  10.498,0
  -0.700,   0.192,   0.565,    0.053,   0.054,  -0.133,  -15.503,   4.944,   5.493, -11.414,  -1.160,   1.099,0
  -0.701,   0.167,   0.588,   -0.001,  -0.025,   0.023,  -18.799,  -5.554,  11.230,  -3.296, -10.498,   5.737,0
  -0.677,   0.088,   0.678,    0.023,  -0.080,   0.091,  -42.358,  -1.282,  -2.380, -23.560,   4.272, -13.611,0
  -0.871,  -0.137,   0.786,   -0.194,  -0.225,   0.108,   -6.897, -14.587,   1.099,  35.461, -13.306,   3.479,0
  -0.724,  -0.169,   0.609,    0.147,  -0.031,  -0.177,   -4.333,  15.076, -31.372,   2.563,  29.663, -32.471,0
  -0.749,  -0.063,   0.653,   -0.025,   0.106,   0.044,   61.646,  15.930,   6.226,  65.979,   0.854,  37.598,0
  -0.732,  -0.096,   0.540,    0.017,  -0.034,  -0.113,   12.939, -49.683,  -8.606, -48.706, -65.613, -14.832,0
  -0.725,  -0.010,   0.730,    0.008,   0.086,   0.190,  -40.222, -29.541, -27.344, -53.162,  20.142, -18.738,0
  -0.680,  -0.107,   0.678,    0.045,  -0.097,  -0.052,  -60.852,  -0.854, -14.343, -20.630,  28.687,  13.000,0
  -0.564,  -0.163,   0.654,    0.116,  -0.056,  -0.024,   70.557,   0.977,  19.104, 131.409,   1.831,  33.447,0
  -0.592,  -0.070,   0.654,   -0.027,   0.092,  -0.001,  -17.029, -20.142,  22.461, -87.585, -21.118,   3.357,0
  -0.647,  -0.133,   0.864,   -0.055,  -0.062,   0.211,  -38.879, -18.005,  12.939, -21.851,   2.136,  -9.521,0
  -0.549,  -0.056,   0.820,    0.098,   0.077,  -0.044,    0.488,  16.113,  13.123,  39.368,  34.119,   0.183,0
  -0.562,  -0.015,   0.777,   -0.013,   0.041,  -0.043,   21.118,  -9.827,   5.859,  20.630, -25.940,  -7.263,0
  -0.634,   0.047,   0.821,   -0.072,   0.063,   0.044,   10.315,  -7.996,  -3.479, -10.803,   1.831,  -9.338,0
  -0.592,   0.042,   0.802,    0.041,  -0.005,  -0.019,    4.639,   2.441,  -4.211,  -5.676,  10.437,  -0.732,0
